entity_id,n_value,m_precision_qubits,hardware_profile,qdk_epsilon,scenario_id,output_contract,apples_to_apples_level,base_hhl_runtime_seconds,hhl_repetitions,adjusted_hhl_seconds,readout_note,classical_benchmark_id,classical_algorithm_family,classical_solver,classical_target_kappa,classical_achieved_kappa,classical_tolerance,classical_median_seconds,classical_median_relative_residual,classical_median_iterations,ratio_adjusted_hhl_over_classical,comparison_status
hhl_s1_fixed_m,20,4,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,0.0895935,200000,17918.7,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,20986999.38210371,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,4,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,0.0895935,200000,17918.7,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,105652714.57055703,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,4,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,0.0895935,200000,17918.7,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,15596396.51806023,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,0.4284645,1,0.4284645,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,dense_cholesky_n20_k100,dense_direct,scipy.linalg.solve_assume_pos,100,99.99999999999999,0.0001,0.00018780000391416252,1.3720599011668234e-15,,2281.4935626723295,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,0.4284645,1,0.4284645,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,501.8323983745124,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,0.4284645,1,0.4284645,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,2526.3237579800116,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,0.4284645,1,0.4284645,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,372.93454524672086,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,0.4284645,10000,4284.645,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,dense_cholesky_n20_k100,dense_direct,scipy.linalg.solve_assume_pos,100,99.99999999999999,0.0001,0.00018780000391416252,1.3720599011668234e-15,,22814935.626723293,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,0.4284645,10000,4284.645,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,5018323.983745124,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,0.4284645,10000,4284.645,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,25263237.579800118,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,0.4284645,10000,4284.645,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,3729345.4524672087,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,full_vector_readout_lower_bound,full classical solution vector lower-bound readout,lower_bound_not_sufficient_for_vector_accuracy,0.4284645,20,8.56929,At least O(N) state preparations are needed to emit N classical coordinates; signs/amplitudes require more.,dense_cholesky_n20_k100,dense_direct,scipy.linalg.solve_assume_pos,100,99.99999999999999,0.0001,0.00018780000391416252,1.3720599011668234e-15,,45629.87125344659,minimum_readout_charge_added_but_still_not_full_accuracy_tomography
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,full_vector_readout_lower_bound,full classical solution vector lower-bound readout,lower_bound_not_sufficient_for_vector_accuracy,0.4284645,20,8.56929,At least O(N) state preparations are needed to emit N classical coordinates; signs/amplitudes require more.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,10036.64796749025,minimum_readout_charge_added_but_still_not_full_accuracy_tomography
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,full_vector_readout_lower_bound,full classical solution vector lower-bound readout,lower_bound_not_sufficient_for_vector_accuracy,0.4284645,20,8.56929,At least O(N) state preparations are needed to emit N classical coordinates; signs/amplitudes require more.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,50526.47515960023,minimum_readout_charge_added_but_still_not_full_accuracy_tomography
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,full_vector_readout_lower_bound,full classical solution vector lower-bound readout,lower_bound_not_sufficient_for_vector_accuracy,0.4284645,20,8.56929,At least O(N) state preparations are needed to emit N classical coordinates; signs/amplitudes require more.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,7458.690904934418,minimum_readout_charge_added_but_still_not_full_accuracy_tomography
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,0.4284645,200000,85692.90000000001,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,dense_cholesky_n20_k100,dense_direct,scipy.linalg.solve_assume_pos,100,99.99999999999999,0.0001,0.00018780000391416252,1.3720599011668234e-15,,456298712.53446585,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,0.4284645,200000,85692.90000000001,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,100366479.6749025,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,0.4284645,200000,85692.90000000001,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,505264751.59600234,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,6,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,0.4284645,200000,85692.90000000001,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,74586909.04934418,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,1.9230315000000002,1,1.9230315000000002,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,dense_cholesky_n20_k100,dense_direct,scipy.linalg.solve_assume_pos,100,99.99999999999999,0.0001,0.00018780000391416252,1.3720599011668234e-15,,10239.78413162844,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,1.9230315000000002,1,1.9230315000000002,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,2252.3208102298704,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,1.9230315000000002,1,1.9230315000000002,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,11338.629374881557,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,1.9230315000000002,1,1.9230315000000002,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,1673.8023288921709,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,1.9230315000000002,10000,19230.315000000002,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,dense_cholesky_n20_k100,dense_direct,scipy.linalg.solve_assume_pos,100,99.99999999999999,0.0001,0.00018780000391416252,1.3720599011668234e-15,,102397841.3162844,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,1.9230315000000002,10000,19230.315000000002,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,22523208.102298703,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,1.9230315000000002,10000,19230.315000000002,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,113386293.74881558,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,1.9230315000000002,10000,19230.315000000002,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,16738023.288921708,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,full_vector_readout_lower_bound,full classical solution vector lower-bound readout,lower_bound_not_sufficient_for_vector_accuracy,1.9230315000000002,20,38.46063,At least O(N) state preparations are needed to emit N classical coordinates; signs/amplitudes require more.,dense_cholesky_n20_k100,dense_direct,scipy.linalg.solve_assume_pos,100,99.99999999999999,0.0001,0.00018780000391416252,1.3720599011668234e-15,,204795.6826325688,minimum_readout_charge_added_but_still_not_full_accuracy_tomography
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,full_vector_readout_lower_bound,full classical solution vector lower-bound readout,lower_bound_not_sufficient_for_vector_accuracy,1.9230315000000002,20,38.46063,At least O(N) state preparations are needed to emit N classical coordinates; signs/amplitudes require more.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,45046.4162045974,minimum_readout_charge_added_but_still_not_full_accuracy_tomography
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,full_vector_readout_lower_bound,full classical solution vector lower-bound readout,lower_bound_not_sufficient_for_vector_accuracy,1.9230315000000002,20,38.46063,At least O(N) state preparations are needed to emit N classical coordinates; signs/amplitudes require more.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,226772.58749763115,minimum_readout_charge_added_but_still_not_full_accuracy_tomography
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,full_vector_readout_lower_bound,full classical solution vector lower-bound readout,lower_bound_not_sufficient_for_vector_accuracy,1.9230315000000002,20,38.46063,At least O(N) state preparations are needed to emit N classical coordinates; signs/amplitudes require more.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,33476.046577843415,minimum_readout_charge_added_but_still_not_full_accuracy_tomography
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,1.9230315000000002,200000,384606.30000000005,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,dense_cholesky_n20_k100,dense_direct,scipy.linalg.solve_assume_pos,100,99.99999999999999,0.0001,0.00018780000391416252,1.3720599011668234e-15,,2047956826.325688,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,1.9230315000000002,200000,384606.30000000005,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,sparse_cg_n20_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,99.99999999999999,0.0001,0.0008537999965483323,2.0691753698318214e-15,20.0,450464162.0459741,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,1.9230315000000002,200000,384606.30000000005,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,dense_cholesky_n20_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,178.06427461085983,0.0001,0.00016959999629762024,2.3972347012356682e-15,,2267725874.9763117,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,20,8,maj_e6_floquet,0.0001,full_vector_tomography_proxy,full classical solution vector tomography-style proxy at amplitude error about 0.01,rough_proxy_for_full_vector_output,1.9230315000000002,200000,384606.30000000005,Uses N/error^2 repetitions as a simple tomography-scale proxy; constants and algorithmic improvements are not modeled.,sparse_cg_n20_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,178.06427461085983,0.0001,0.0011489000025903806,1.5782132456760722e-15,20.0,334760465.77843416,rough_full_vector_output_proxy_not_a_theorem
hhl_s1_fixed_m,50,4,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,0.2180985,1,0.2180985,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,dense_cholesky_n50_k100,dense_direct,scipy.linalg.solve_assume_pos,100,100.0,0.0001,0.0003423000016482547,1.2739743135141674e-15,,637.1560004376413,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,50,4,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,0.2180985,1,0.2180985,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,sparse_cg_n50_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,100.0,0.0001,0.0010312999947927892,9.88100874430543e-05,40.0,211.47920207623076,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,50,4,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,0.2180985,1,0.2180985,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,dense_cholesky_n50_k1000,dense_direct,scipy.linalg.solve_assume_pos,1000,1000.0,0.0001,0.00019350000366102904,5.012785907832881e-15,,1127.124009682513,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,50,4,maj_e6_floquet,0.0001,state_preparation_only,quantum_state_proportional_to_solution,not_comparable_to_classical_full_vector,0.2180985,1,0.2180985,Raw QDK estimate prepares a quantum state; it does not emit x as classical data.,sparse_cg_n50_k1000_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,1000,1000.0,0.0001,0.002059599995845929,8.720493694851314e-15,50.0,105.89362033399186,not_apples_to_apples_against_full_vector_classical_output
hhl_s1_fixed_m,50,4,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,0.2180985,10000,2180.985,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,dense_cholesky_n50_k100,dense_direct,scipy.linalg.solve_assume_pos,100,100.0,0.0001,0.0003423000016482547,1.2739743135141674e-15,,6371560.004376414,apples_to_apples_only_for_same_scalar_observable_task
hhl_s1_fixed_m,50,4,maj_e6_floquet,0.0001,single_scalar_observable_sampling,one bounded scalar observable to additive error about 0.01,conditionally_comparable_only_if_classical_task_is_same_scalar_observable,0.2180985,10000,2180.985,Uses plain 1/error^2 measurement sampling for a bounded observable; amplitude-estimation variants are not modeled.,sparse_cg_n50_k100_tol1e-04,sparse_iterative,scipy.sparse.linalg.cg,100,100.0,0.0001,0.0010312999947927892,9.88100874430543e-05,40.0,2114792.0207623076,apples_to_apples_only_for_same_scalar_observable_task
